Time,Time Code,Country Name,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.LO.ZS]","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative) [SE.PRM.CUAT.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],Population in the largest city (% of urban population) [EN.URB.LCTY.UR.ZS],Population in urban agglomerations of more than 1 million (% of total population) [EN.URB.MCTY.TL.ZS],Urban population [SP.URB.TOTL],Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],CO2 emissions (kt) [EN.ATM.CO2E.KT],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC]
2019,YR2019,Jordan,JOR,100,44993992365.1297,4205.56365350106,..,..,..,91.203,2.50341485571992,21.6090666480827,19.7081173449106,9757520,120.488805549925,2.25750975365016,24629.9991607666,2.30215243883444
2019,YR2019,Kazakhstan,KAZ,100,181667190075.541,9812.5958082732,..,..,..,57.54,1.48443981983212,17.4866210816401,16.0985343102906,10652767,6.85767789013594,1.28960848954226,212110.000610352,11.4569378323984
2019,YR2019,Kenya,KEN,69.6999969482422,100379713697.421,1970.10514317888,..,..,..,27.507,3.72777071252016,32.5102468995303,11.4033889123862,14015215,89.5235794356397,1.97845694844255,22280.0006866455,0.43727903105104
2019,YR2019,Kiribati,KIR,90.0328521728516,177935349.322211,1432.17898537689,..,..,..,54.835,3.03557084610476,..,..,68128,153.383950617284,1.60651238884126,90.0000035762787,0.724398576768367
2019,YR2019,"Korea, Dem. People's Rep.",PRK,49.9720001220703,..,..,..,..,..,62.134,0.835379544940529,19.126949976398,11.8843393130019,16002886,213.897857320821,0.456446820087896,56040.0009155273,2.17585095574668
2019,YR2019,"Korea, Rep.",KOR,100,1651422932447.77,31902.4169048194,..,..,..,81.43,0.312269897922803,23.6343958704781,50.1573713515329,42152095,530.377274590164,0.347874968577526,610789.978027344,11.7993253802233
2019,YR2019,Kosovo,XKX,100,7899879086.43081,4416.10835754636,..,..,..,..,..,..,..,..,..,-0.457730006092952,..,..
2019,YR2019,Kuwait,KWT,100,136196760180.976,30667.3482202553,..,..,..,100,2.82985240186539,68.7328139424917,68.7328139424917,4441100,249.219977553311,2.82985240186539,92650.0015258789,20.8619489599151
2019,YR2019,Kyrgyz Republic,KGZ,99.8742370605469,8871026074.19762,1374.03210467421,..,..,..,36.591,2.74593080864618,43.0566867085339,..,2362388,33.6611053180396,2.08787614010317,10050.0001907349,1.55664325620875
2019,YR2019,Lao PDR,LAO,99.0920867919922,18740559554.1632,2598.50552320723,..,..,..,35.645,3.31005992428687,26.1816460344431,..,2570736,31.2480632582322,1.49540481526456,18709.9990844727,2.59426810708029
2019,YR2019,Latvia,LVA,100,34343961072.8235,17945.2222164984,30.9353103637695,..,100,68.222,-0.577885980172143,48.5444775314633,..,1305648,30.755491989008,-0.695239140136066,7570.00017166138,3.95543586167438
2019,YR2019,Lebanon,LBN,99.9748687744141,51953744530.2445,8985.57249887356,..,..,..,88.758,-2.69379833027295,46.9002251600526,41.6277017253996,5131905,565.191300097752,-2.87986589552119,27950.0007629395,4.83404536996868
2019,YR2019,Lesotho,LSO,44.5002098083496,2453980835.24819,1102.56486953249,..,..,..,28.585,2.77446532513445,..,..,636217,73.3103425559947,1.25167812193172,769.999980926514,0.345958255384824
2019,YR2019,Liberia,LBR,23.1000003814697,3319596500,665.878447568436,..,..,..,51.615,2.84540933936628,57.0126890819332,29.4271004148405,2573157,51.7575685215947,1.94236198013985,1179.99994754791,0.23669639765075
2019,YR2019,Libya,LBY,68.6424026489258,69252306372.0232,10542.1492864798,..,..,..,80.393,1.76213968464873,21.9825577575223,17.6724379396348,5281087,3.73341214180979,1.39951441440416,56799.9992370605,8.64655782310429
2019,YR2019,Liechtenstein,LIE,100,6427248943.44939,167019.618092859,..,..,..,14.371,1.01782049157561,..,..,5530,240.5125,0.78525898208049,150.000005960464,3.89792645809636
2019,YR2019,Lithuania,LTU,100,54751510087.7803,19595.1415724355,..,..,..,67.855,-0.00495778237441003,28.3530471602279,..,1895962,44.6205206004471,-0.264704354944785,11729.9995422363,4.19807602212644
2019,YR2019,Luxembourg,LUX,100,69825641851.0117,112621.821337404,..,..,..,91.223,2.22856573933619,..,..,565584,240.827591028798,1.9628449198635,9489.99977111816,15.3064265559542
2019,YR2019,"Macao SAR, China",MAC,100,55204758069.5124,83183.1666089243,..,..,..,100,1.92636052888412,96.7508622729047,..,663653,20171.8237082067,1.92636052888412,..,..
2019,YR2019,Madagascar,MDG,31.0400009155273,14104664514.8681,512.279659659088,..,..,..,37.861,4.31079477041505,30.7970783705796,11.6600819942982,10424320,47.3240529391543,2.52531662828285,4119.99988555908,0.149637883052437
2019,YR2019,Malawi,MWI,11.1999998092651,11025371147.1876,584.362867276266,..,..,..,17.174,4.07245795804194,33.166773447694,5.69606086963942,3240276,200.12024819686,2.68285756018368,1450.00004768372,0.0768523956339848
2019,YR2019,Malaysia,MYS,100,365175135787.568,11132.0239344924,12.3861103057861,76.7779769897461,94.3737335205078,76.607,1.9896693934595,30.9599940724649,23.7175230352865,25130176,99.8448333586973,1.24151463105699,253270.004272461,7.72070021517061
